'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД), '|||||||||||||||||||||||||||||||||||||
'"находящихся в управлении ООО ""ЖКС №№ 1-4"", ОАО ""РСУ Приморского района"""'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
327|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Оскаленко '|'17а'|||342237|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|8|540|540|540|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
328|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Оскаленко '|19|||342238|'ООО ЖКС №2'||'инд.'|'инд.'|1890|'кирпичные'|2|0|1|4|256,5|256,5|229,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
329|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Оскаленко '|4|||342239|'ООО ЖКС №2'||'инд.'|'инд.'|1958|'кирпичные'|3|0|2|12|997|997|877|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
330|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Оскаленко '|9|||342240|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'шлакоблочные'|2|0|0|12|754|754|754|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
331|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Покрышева '|'2/40'|||342241|'ООО ЖКС №2'||'Брежневка'|'II-49'|1979|'кирпичные'|8|0|6|164|10651,5|10651,5|9132|185,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|6|1|1|2|2|0|
332|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Покрышева '|4|||342242|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1963|'кирпичные'|5|0|4|79|3742,2|3742,2|3349,2|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
333|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Покрышева '|6|||342243|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1967|'кирпичные'|5|0|4|80|3721,2|3721,2|3367,2|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
334|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|'1/2'|||342244|'ООО ЖКС №2'||'Сталинка'|'1-405'|1957|'кирпичные'|5|0|5|62|5865,7|5865,7|3984,8|1372,9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
335|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|11|||342245|'ООО ЖКС №2'||'Сталинка'|'1-405'|1955|'кирпичные'|4|0|3|36|3160,4|3160,4|2424,4|444|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
336|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|12|||342246|'ООО ЖКС №2'||'инд.'|'инд.'|1956|'кирпичные'|5|0|7|92|7452,8|7452,8|5493|1276,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|2|2|0|
337|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|13|||342247|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|5|0|7|83|7375,9|7375,9|5417,3|1144,6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|2|0|2|0|
338|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|14|||342248|'ООО ЖКС №2'||'инд.'|'инд.'|1954|'кирпичные'|4|0|3|30|2583,3|2583,3|1943|340,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
339|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|15|||342249|'ООО ЖКС №2'||'Сталинка'|'1-405'|1956|'кирпичные'|5|0|12|144|11469,6|11469,6|9164,7|1135,9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|2|0|4|0|
340|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|16|||342250|'ООО ЖКС №2'||'инд.'|'инд.'|1967|'кирпичные'|5|0|7|80|6013,5|6013,5|4358|943,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
341|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|17|||342251|'ООО ЖКС №2'||'Сталинка'|'1-405'|1954|'кирпичные'|5|0|7|83|6942,4|6942,4|5387,6|872,8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|2|0|
342|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|18|||342252|'ООО ЖКС №2'||'инд.'|'инд.'|1957|'кирпичные'|5|0|3|31|2832,9|2832,9|1850,6|721,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
343|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|19|||342253|'ООО ЖКС №2'||'Сталинка'|'1-405'|1955|'кирпичные'|4|0|3|36|2984,1|2984,1|2405,1|369|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
344|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|20|||342254|'ООО ЖКС №2'||'инд.'|'инд.'|1958|'кирпичные'|4|0|3|30|2663,1|2663,1|1916|440,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
345|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|22|||342255|'ООО ЖКС №2'||'инд.'|'инд.'|1956|'кирпичные'|4|0|3|32|2214,1|2214,1|2003,1|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
346|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|23|||342256|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'шлакоблочные'|2|0|0|8|661|661|619|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
347|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|24|||342257|'ООО ЖКС №2'||'инд.'|'инд.'|1954|'кирпичные'|5|0|9|103|8908,66|8908,66|7112,1|762,56|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|2|0|3|0|
348|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|25|||342258|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'шлакоблочные'|3|0|2|14|869|869|749|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
349|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|26|||342259|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|4|0|1|12|1035,8|1035,8|872|121,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
350|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|26|2||342260|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|4|0|2|16|1177|1177|1047|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
351|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|27|1||342261|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|1|8|692|692|650|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
352|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|27|2||342262|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|1|8|689|689|648|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
353|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|28|||342263|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|4|0|2|14|1238,4|1238,4|1020|126,4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
354|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|28|2||342264|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|3|24|1443|1443|1353|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
355|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|29|||342265|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|16|1349,3|1349,3|1269,7|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
356|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|3|||342266|'ООО ЖКС №2'||'Сталинка'|'1-405'|1957|'кирпичные'|5|0|4|48|4323,1|4323,1|2962,4|1023,7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0|
357|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|30|||342267|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|5|0|2|28|1766|1766|1449,2|174,8|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0|
358|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|31|||342268|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'кирпичные'|'2-3'|0|2|14|874,1|874,1|753,1|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
359|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|32|||342269|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|4|0|2|14|1279,1|1279,1|1007,4|126,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
360|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|33|||342270|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'шлакоблочные'|2|0|1|8|656|656|615|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
361|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|'33а'|||342271|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|1|8|688,3|688,3|647,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
362|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|35|||342272|'ООО ЖКС №2'||'инд.'|'инд.'|1916|'кирпичные'|2|0|1|8|449|449|410|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
363|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|35|2||342273|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|12|1159|1159|1159|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
364|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|37|||342274|'ООО ЖКС №2'||'инд.'|'инд.'|1957|'кирпичные'|4|0|2|26|3189,6|3189,6|2309|511,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0|
365|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|'39/7'|||342275|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|0|8|674,9|674,9|624,9|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
366|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|41|||342276|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|0|8|449|449|409|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
367|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|42|||342277|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|4|0|2|15|1414,3|1414,3|985,1|291,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
368|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|43|||342278|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|4|0|0|5|967|967|967|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
369|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|44|||342279|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|3|17|1261|1261|1051|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
370|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|45|||342280|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|3|0|2|14|842,4|842,4|756,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
371|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|46|||342281|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|'2/3'|0|3|17|1392,5|1392,5|1077|95,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
372|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|47|||342282|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|5|960,3|960,3|960,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
373|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|48|||342283|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|3|0|2|10|1137|1137|721|131|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
374|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|51|||342284|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|5|1064|1064|974|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0|
375|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|52|||342285|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|3|0|2|10|909,5|909,5|667,1|134,4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0|
376|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|53|||342286|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'кирпичные'|3|0|2|14|855|855|753|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
377|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|54|||342287|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|4|0|6|60|3972,7|3972,7|3518,8|16,9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0|
378|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|56|||342288|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|4|0|3|23|2179,4|2179,4|1822,2|124,2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0|
379|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|57|||342289|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|8|534,3|534,3|534,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
380|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|58|||342290|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|3|21|1549|1549|1347|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
381|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|59|||342291|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|1|12|712,5|712,5|689,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
382|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|60|||342292|'ООО ЖКС №2'||'инд.'|'инд.'|1958|'кирпичные'|4|0|2|14|1151|1151|1018|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
383|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|'60а'|||342293|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|4|0|2|16|1216|1216|1050|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
384|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|62|||342294|'ООО ЖКС №2'||'инд.'|'инд.'|1953|'кирпичные'|4|0|2|14|1331,1|1331,1|1038|137,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
385|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|64|||342295|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|3|21|1538|1538|1367|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
386|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|66|||342296|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|17|1250,4|1250,4|1071,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
387|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|68|||342297|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|8|922,8|922,8|581|208,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
388|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|70|||342298|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|12|897,2|897,2|758,2|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
389|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|72|||342299|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|8|889,2|889,2|570,5|198,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
390|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|74|||342300|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|3|17|1223,7|1223,7|1047,7|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
391|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|78|||342301|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|2|12|975|975|875|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
392|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|80|||342302|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|1|3|956,4|956,4|871,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
393|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Савушкина '|9|||342303|'ООО ЖКС №2'||'Сталинка'|'1-405'|1957|'кирпичные'|5|0|5|69|5917,9|5917,9|4470|951,9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0|
394|'Приморский '|'"МО МО ""Черная речка"""'|'Ушаковская ул. наб. '|9|1||342304|'ООО ЖКС №2'||'Брежневка'|'II-49'|1975|'кирпичные'|'6/8'|0|7|149|11302|11302|9189,7|793,3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|7|1|1|0|2|0|
395|'Приморский '|'"МО МО ""Черная речка"""'|'Ушаковская ул. наб. '|9|2||342305|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|6|0|3|72|3317|3317|3012|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|1|0|0|1|0|
396|'Приморский '|'"МО МО ""Черная речка"""'|'Ушаковская ул. наб. '|9|3||342306|'ООО ЖКС №2'||'инд.'|'инд.'|1972|'кирпичные'|7|0|4|104|7579|7579|5921,4|556,6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
397|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|10|||342307|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'кирпичные'|2|0|1|8|625|625|609|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
398|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|12|||342308|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|8|16|933|933|852|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
399|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|16|||342309|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|0|8|515|515|515|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
400|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|18|||342310|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|0|12|1147,5|1147,5|1147,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
401|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|3|1||342311|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|1|10|839|839|797|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
402|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|3|2||342312|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|3|0|1|1|2142|2142|1831|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
403|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|3|3||342313|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|1|10|955,4|955,4|913,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
404|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|4|||342314|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|12|985,6|985,6|869,6|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
405|'Приморский '|'"МО МО ""Черная речка"""'|'Шишмаревский пер. '|'6/40'|||342315|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|3|0|3|17|1338,4|1338,4|1068|120,4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
406|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|10|||342316|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|4|0|7|81|6236,5|6236,5|5008,2|556,3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|2|0|
407|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|11|||342317|'ООО ЖКС №2'||'Сталинка'|'1-405'|1960|'кирпичные'|5|0|5|69|5481,2|5481,2|4413,9|535,3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|1|1|0|1|0|
408|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|12|||342318|'ООО ЖКС №2'||'Сталинка'|'1-405'|1957|'кирпичные'|4|0|7|82|6330,4|6330,4|5144,9|512,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|2|0|
409|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|14|||342319|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1965|'кирпичные'|5|0|4|64|3814,5|3814,5|2746|726,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
410|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|15|||342320|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|5|0|5|69|5343|5343|4433|326|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
